SNO	Code	Name	Description
158955	fallen_lunatic_aggro_a		
330501	fallen_lunatic_aggro_b		
330800	fallen_lunatic_aggro_c		
330802	fallen_lunatic_aggro_d		
66547	fallen_lunatic_suicide		
30222	fallenchampion_leader_shout		
1740	fallenchampion_power_hit		
30223	fallengrunt_shout		
30225	fallenshaman_projectile		
364817	fallenshaman_projectile_lr		
329401	fallingsword_checkpath_passability		
30227	fastmummy_disease_cloud	Disease Cloud	
123843	frenzy_affix	Frenzy	
230745	g_killelitepack	Nephalem Valor	
85954	g_levelup	Level Up	
252038	g_levelup_aa	Paragon Level Up	
286747	g_paragonbuff		
129386	generic_setcannotbeaddedtoaitargetlist		
129395	generic_setdoesfakedamage		
76107	generic_setinvisible		
62731	generic_setinvulnerable		
129393	generic_setobserver		
129394	generic_settakesnodamage		
62666	generic_setuntargetable		
60777	generic_taunt		
30242	genericarrow_projectile		
94972	ghost_a_unique_house1000undead_slow		
30243	ghost_melee_drain		
30244	ghost_soulsiphon		
99094	ghostwalkthroughwalls		
129689	gizmo_a3dun_rmpt_oilvat_a_attack	Hot Oil	
30249	gizmooperateportalwithanimation		
93838	gluttony_breath_attack		
93676	gluttony_gas_cloud		
369667	gluttony_gas_cloud_lr_boss		
211292	gluttony_loogiespawn		
98587	gluttony_ondeath		
123158	goatman_cold_shield		
99077	goatman_iceball	Frostbolt	Hurls a bolt of Cold damage, slowing your target.
30251	goatman_lightning_shield		
30252	goatman_moonclan_ranged_projectile		
168554	goatman_shaman_empower		
77342	goatman_shaman_lightningbolt		
97497	goatmandrumsbeating		
159004	goatmutant_ranged_projectile		
131588	goatmutantenrage	GoatMutantEnrage	
131699	goatmutantgroundsmash	Melee Attack	This is your skill at close-range combat.
157947	goatmutantshamanblast		
413313	goblinaffix_teleporter		
30255	gravedigger_knockback_attack		
113817	gravedigger_warden_rangedattack	Grave Digger Ranged Attack	
30256	graverobber_dodge_left		
30257	graverobber_dodge_right		
30258	graverobber_projectile		
408505	greed_stompandstun	Expanding Fire Ring	
30264	healingwell_heal		
30265	hearth		
30266	hearth_finish		
118226	hellportalsummoningmachineactivate		
73289	helperarcherprojectile		
87093	hireling_callout_battlecry		
117323	hireling_callout_battlefinished		
196142	hireling_dismiss		
196103	hireling_dismiss_buff		
196251	hireling_dismiss_buff_remove		
30273	hirelingmage_magicmissile		
135701	hoodednightmare_bonearmor	Bone Armor	
136071	hoodednightmare_curses	Curses	
136072	hoodednightmare_gatewaytohell	Gateway To Hell	
135412	hoodednightmare_lightningofunlife	Maghda Shield	
293981	identifyallwithcast		
226757	identifywithcast	Stone Of Recall	This is your skill at close-range combat.
259848	identifywithcastlegendary		
238686	igr_buff_exp	Enlightened	
30283	immunetofearduringbuff		
30284	immunetorootduringbuff		
30285	immunetosnareduringbuff		
30286	immunetostunduringbuff		
30287	interact_crouching		
30288	interact_normal		
30289	invisibileduringbuff		
30290	invulnerableduringbuff		
371005	itempassive_setbonus_chantodo		Your shields heal for 25% of their remaining amount when they expire.
246590	itempassive_unique_amulet_001		
246750	itempassive_unique_amulet_003	Moonlight Sphere	{c_magic}[{VALUE1} * 100]%{/c_magic} chance to be surrounded by balls of Arcane Power when attacking.
364343	itempassive_unique_amulet_003_x1	Moonlight Sphere	Hitting an enemy within 15 yards has a chance to ward you with shards of Arcane energy that explode when enemies get close, dealing {c_magic}[{VALUE1}*100]%{/c} weapon damage as Arcane to enemies within 15 yards.
248136	itempassive_unique_amulet_011		Call forth a creature from the depths.
322978	itempassive_unique_amulet_017_x1		Chance on hit to charm the enemy. While charmed, the enemy takes 35% more damage.
334880	itempassive_unique_amulet_105_x1		After earning a massacre bonus, {c_magic}{VALUE1}{/c} Skeletons are summoned to fight by your side for 10 seconds.
245854	itempassive_unique_axe_1h_003		Chance to summon a ghostly Fallen Champion when attacking.
364311	itempassive_unique_axe_1h_003_x1		Chance to summon a ghostly Fallen Champion when attacking.
246101	itempassive_unique_axe_1h_005	Sky Smite	{c_magic}[{VALUE1} * 100]%{/c_magic} chance to smite enemies with lightning when you hit them.
364318	itempassive_unique_axe_1h_005_x1	Sky Smite	{c_magic}[{VALUE1} * 100]%{/c} chance to Smite enemies with lightning when you hit them.
248484	itempassive_unique_axe_1h_006	Butcher's Sickle	{c_magic}[{VALUE1} * 100]%{/c_magic} chance to drag enemies to you when attacking.
246113	itempassive_unique_axe_1h_007		Chance to fight through the pain when enemies hit you.
246118	itempassive_unique_axe_2h_001		The Butcher still inhabits his carver.
248462	itempassive_unique_axe_2h_010	Fireball	{c_magic}[{VALUE1} * 100]%{/c_magic} chance to cast a fireball when attacking.
322974	itempassive_unique_axe_2h_012_x1		Killing enemies and destroying objects has a chance to grant 20% of your maximum primary resource.
246363	itempassive_unique_barbbelt_003	Thunder Shock	{c_magic}[{VALUE1} * 100]%{/c_magic} chance to cause Shock Pulse to erupt from your enemies when you hit them.
364341	itempassive_unique_barbbelt_003_x1	Thunder Shock	Blocking, dodging or being hit causes you to discharge bolts of electricity that deal {c_magic}[{VALUE1} * 100]%{/c} weapon damage as Lightning.
322980	itempassive_unique_belt_016_x1		Picking up a Health Globe increases your maximum Life by 5% for 15 seconds, stacking up to 5 times.
246442	itempassive_unique_boots_007	Scorched Earth	Burn the ground you walk on.
342515	itempassive_unique_boots_007_x1	Scorched Earth	Burn the ground you walk on, dealing 100% weapon damage each second.
322976	itempassive_unique_boots_020_x1		Gain 500 Life regeneration per Second for each second you stand still. This effect stacks up to 8 times.
246605	itempassive_unique_bow_008		Ravens flock to your side.
375037	itempassive_unique_bow_008_x1		A raven flies to your side.
248817	itempassive_unique_bow_015	Clucked	{c_magic}[{VALUE1} * 100]%{/c_magic} chance to cluck when attacking.
344372	itempassive_unique_bow_015_x1	Clucked	{c_magic}[{VALUE1} * 100]%{/c} chance to cluck when attacking.
334881	itempassive_unique_bracer_105_x1		Chance on being hit to deal 1000% of your Thorns damage to nearby enemies.
245835	itempassive_unique_ceremonialdagger_002		Chance to summon a Fetish when attacking.
364316	itempassive_unique_ceremonialdagger_002_x1	The Gidbinn	Chance to summon a Fetish when attacking.
247896	itempassive_unique_ceremonialdagger_008	Last Breath	Slain enemies rest in pieces.
246515	itempassive_unique_chest_001		Chance for enemies to drop gold when you hit them.
247777	itempassive_unique_combatstaff_2h_007		Slap!
246562	itempassive_unique_combatstaff_2h_009		Chance to double your attack speed when attacking.
247769	itempassive_unique_dagger_006		Blood oozes from you.
245836	itempassive_unique_dagger_007		Squeal!
245837	itempassive_unique_dagger_010	Frozen Orb	{c_magic}[{VALUE1} * 100]%{/c_magic} chance to hurl a frozen orb when attacking.
364312	itempassive_unique_dagger_010_x1	Frozen Orb	Performing an attack has a {c_magic}[{VALUE1} * 100]%{/c_magic} chance to hurl a Frozen Orb.
334882	itempassive_unique_dagger_011_x1		
322979	itempassive_unique_dagger_103_x1		Gain 100% Critical Hit Chance against enemies at full health.
248928	itempassive_unique_fist_010	Shenlong's Chi	Chance to hurl a ball of pure energy when attacking.
360490	itempassive_unique_fist_010_x1	Shenlong's Chi	Chance to hurl a ball of pure energy when attacking.
383014	itempassive_unique_gem_001_x1		Gain 20% increased damage for {c_magic}[{VALUE1}|1|]{/c} seconds after killing an elite pack.
403456	itempassive_unique_gem_002_x1		Increase damage against enemies under the effects of control-impairing effects by{c_magic} [{VALUE1}*10|2|]%{/c}.
403457	itempassive_unique_gem_002u_x1		Gain an aura that reduces the movement speed of enemies within 15 yards by [{VALUE1}*100]%.
403459	itempassive_unique_gem_003_x1		
403460	itempassive_unique_gem_004_x1	Wreath of Lightning	15% chance on hit to gain a Wreath of Lightning, dealing {c_magic}[{VALUE1}*100|1|]%{/c} weapon damage as Lightning every second to nearby enemies for 3 seconds.
403560	itempassive_unique_gem_004u_x1	Wreath of Lightning	While under the effect of the Wreath of Lightning, gain [{VALUE1}*100]% increased movement speed.
403461	itempassive_unique_gem_005_x1	Gem of Efficacious Toxin	Poison all enemies hit for {c_magic}[{VALUE1}*100]%{/c} weapon damage over 10 seconds.
403556	itempassive_unique_gem_005u_x1		All enemies you poison take [{VALUE1}*100]% increased damage from all sources.
403462	itempassive_unique_gem_006_x1	Pain Enhancer	Critical hits cause the enemy to bleed for {c_magic}[{VALUE1}*100|1|]%{/c} weapon damage as Physical over 3 seconds.
403600	itempassive_unique_gem_006u_x1		Gain Blood Frenzy, granting you [{VALUE1}*100]% increased Attack Speed for each bleeding enemy within 20 yards.
403463	itempassive_unique_gem_007_x1	Mirinae, Teardrop of the Starweaver	15% chance on hit to smite a nearby enemy for {c_magic}[{VALUE1}*100]%{/c} weapon damage as Holy.
403620	itempassive_unique_gem_007u_x1		Smite a nearby enemy every 5 seconds.
403464	itempassive_unique_gem_008_x1	Gogok of Swiftness	{c_magic}[{VALUE1}*100|1|]%{/c} chance on hit to gain Swiftness, increasing your Attack Speed by 1% for 4 seconds. This effect stacks up to 15 times.
403524	itempassive_unique_gem_008u_x1		Gain [{VALUE1}*100]% Cooldown Reduction per stack of Swiftness.
403465	itempassive_unique_gem_009_x1		While under any control-impairing effects, reduce all damage taken by {c_magic}[{VALUE1}*100|1|]%{/c}.
403624	itempassive_unique_gem_009u_x1		Heal for [{VALUE1}*100]% of maximum life when hit by a control-impairing effect.
403466	itempassive_unique_gem_010_x1		Increase the damage of your pets by {c_magic}[{VALUE1}*10|2|]%{/c}.
403472	itempassive_unique_gem_010u_x1		Your pets take [{VALUE1}*100]% less damage.
403467	itempassive_unique_gem_011_x1	Moratorium	25% of all damage taken is instead staggered and dealt to you over {c_magic}[{VALUE1}|2|]{/c} seconds.
403687	itempassive_unique_gem_011u_x1		[{VALUE1}*100]% chance on kill to clear all staggered damage.
403468	itempassive_unique_gem_012_x1		Damage you deal is increased by {c_magic}[{VALUE1}|2|]%{/c} for every 10 yards between you and the enemy hit. Maximum {c_magic}[({VALUE1}*5)|2|]%{/c} increase at 50 yards.
403727	itempassive_unique_gem_012u_x1		[{VALUE1}*100]% chance on hit to Stun the enemy for 1 second.
403469	itempassive_unique_gem_013_x1		Increase the damage of primary skills by {c_magic}[{VALUE1}*10|2|]%{/c}.
403473	itempassive_unique_gem_013u_x1		Primary skills heal you for 2% of maximum health on hit.
403470	itempassive_unique_gem_014_x1		{c_magic}[{VALUE1}*100|1|]%{/c} chance on killing an enemy to cause an explosion of gold.
403784	itempassive_unique_gem_014u_x1		Gain [{VALUE1}*100]% increased movement speed for 2 seconds after picking up gold.
403471	itempassive_unique_gem_015_x1		Gain 0.5% increased damage for 3 seconds after spending primary resource. This effect stacks up to {c_magic}{VALUE1}{/c} times.
403785	itempassive_unique_gem_015u_x1		Gain [{VALUE1}*100|1|]% increased Armor for every stack.
246678	itempassive_unique_handxbow_012		{c_magic}[{VALUE1} * 100]%{/c_magic} chance to target enemies with Marked for Death when you hit them.
246814	itempassive_unique_helm_003	Andariel's Poison	{c_magic}[{VALUE1} * 100]%{/c_magic} chance to cast a Poison Nova when you are hit.
338061	itempassive_unique_helm_003_x1	Andariel's Visage	Chance on hit to release a Poison Nova that deals {c_magic}[{VALUE1}*100]%{/c_magic} weapon damage as Poison to enemies within 10 yards.
322977	itempassive_unique_helm_017_x1		Your resource costs are reduced by 30% after not taking damage for 5 seconds.
246918	itempassive_unique_mace_1h_002	Odyn Lightning	{c_magic}[{VALUE1} * 100]%{/c_magic} chance to Chain Lightning enemies when you hit them.
364325	itempassive_unique_mace_1h_002_x1	Odyn Lightning	{c_magic}[{VALUE1} * 100]%{/c_magic} chance to Chain Lightning enemies when you hit them.
247484	itempassive_unique_mace_1h_009	Earthshatter	{c_magic}[{VALUE1} * 100]%{/c_magic} chance to cause the ground to shudder when attacking.
249958	itempassive_unique_mace_2h_003	Rest In Pieces	Slain enemies rest in pieces.
248501	itempassive_unique_mace_2h_006		{c_magic}[{VALUE1} * 100]%{/c_magic} chance to sunder the ground your enemies walk on when you attack.
247913	itempassive_unique_mace_2h_009	Schaefer's Lightning Shield	{c_magic}[{VALUE1} * 100]%{/c_magic} chance to be protected by Lightning when you are hit.
364319	itempassive_unique_mace_2h_009_x1	Schaefer's Lightning Shield	Getting hit has a chance to charge you with Lightning, causing you to deal {c_magic}[{VALUE1}*100]%{/c_magic} weapon damage as Lightning every second for 5 seconds to nearby enemies.
246836	itempassive_unique_mighty_1h_006	Chilling Aura	{c_magic}[{VALUE1} * 100]%{/c_magic} chance to be surrounded by a Chilling Aura when attacking.
364322	itempassive_unique_mighty_1h_006_x1	Chilling Aura	{c_magic}[{VALUE1} * 100]%{/c_magic} chance to be surrounded by a Chilling Aura when attacking.
248481	itempassive_unique_mighty_1h_011	Whirlwind of Bul-Kathos	You occasionally Whirlwind furiously.
360488	itempassive_unique_mighty_1h_011_x1	Whirlwind of Bul-Kathos	Chance on attack to Whirlwind furiously for 325% weapon damage as Physical every second for 6 seconds.
374670	itempassive_unique_mojo_003_x1		A Zombie Dog is automatically summoned to your side every {c_magic}{VALUE1}{/c_magic} seconds.
248489	itempassive_unique_mojo_010	Manajuma's Poison	You are surrounded by a deadly Poison Cloud.
360491	itempassive_unique_mojo_010_x1	Manajuma's Poison	You are surrounded by a deadly Poison Cloud.
374308	itempassive_unique_orb_001_x1		Taking damage has up to a {c_magic}[{VALUE1}*100]%{/c} chance to reset the cooldown on Teleport.
247009	itempassive_unique_pants_007	Stink	These pants occasionally make you stink.
364342	itempassive_unique_pants_007_x1	Stink	When 3 or more enemies are within 12 yards, you release a vile stench that deals {c_magic}[{VALUE1}*100]%{/c_magic} weapon damage as Poison every second for 10 seconds to enemies within 15 yards.
247641	itempassive_unique_polearm_001		Chance to cast Inner Sanctuary when you are hit.
367008	itempassive_unique_polearm_001_x1		Getting hit has a chance to automatically cast Inner Sanctuary.
341335	itempassive_unique_potion_01_x1		
341340	itempassive_unique_potion_02_x1		
341341	itempassive_unique_potion_03_x1		
248880	itempassive_unique_ring_001	Haunted Whisper	This ring occasionally haunts nearby enemies.
364345	itempassive_unique_ring_001_x1	Haunted Whisper	This ring occasionally haunts nearby enemies.
247797	itempassive_unique_ring_004		This ring sometimes calls forth a Treasure Goblin when you are hit.
248763	itempassive_unique_ring_015		This ring sometimes summons a Skeleton when you attack.
360492	itempassive_unique_ring_015_x1		This ring sometimes summons a Skeleton when you attack.
248537	itempassive_unique_ring_020	Life Drain	You drain life from enemies around you.
364340	itempassive_unique_ring_020_x1	Life Drain	You drain life from enemies around you.
257586	itempassive_unique_ring_024	Hellfire Flame	Chance to launch an explosive ball of Hellfire when you attack.
322975	itempassive_unique_ring_025_x1		Each time you pick up gold, increase your Gold and Health Pickup radius by 1 yard for 10 seconds, stacking up to 30 times.
318241	itempassive_unique_ring_500_x1	Razor Strop	Picking up a Health Globe releases an explosion that deals {c_magic}[{VALUE1}*100]%{/c_magic} weapon damage as Fire to enemies within 20 yards.
318300	itempassive_unique_ring_501_x1		Companion - Wolf Companion now summons 3 wolves.
318346	itempassive_unique_ring_502_x1		Transform into something angelic or demonic. <NYI>
318347	itempassive_unique_ring_503_x1		You absorb an attribute from the pack you are fighting. <NYI>
318348	itempassive_unique_ring_504_x1		Leave a clone of yourself behind after using Vault.
318349	itempassive_unique_ring_505_x1		Your Chill effects have up to a {c_magic}[{VALUE1}*100]%{/c_magic} chance to Freeze instead of Slow.
318351	itempassive_unique_ring_506_x1		Double the duration of Fire elemental effects.
318358	itempassive_unique_ring_507_x1		Falling Sword can be used again within 4 seconds before the cooldown is triggered.
318359	itempassive_unique_ring_508_x1	Mad Monarch's Scepter	After killing 10 enemies, you release a Poison Nova that deals {c_magic}[{VALUE1}*100]%{/c_magic} weapon damage as Poison to enemies within 30 yards.
318360	itempassive_unique_ring_509_x1		Enemies you hit become Marked for Death.
318371	itempassive_unique_ring_510_x1		You may have one extra Hydra active at a time.
318372	itempassive_unique_ring_511_x1		Chance on kill to siphon the spirit out of the slain enemy. When the spirit is pulled to you, it heals you for 10% of your maximum Life and Mana. <NYI>
318374	itempassive_unique_ring_512_x1		Enable all runes for a specific skill. <NYI>
326968	itempassive_unique_ring_513_ai_pickup_x1		
318375	itempassive_unique_ring_513_x1		Summon a treasure goblin who picks up normal-quality items for you. After picking up {c_magic}{VALUE1}{/c_magic} items, he drops a rare item with a chance for a legendary.
318376	itempassive_unique_ring_514_x1		Reduces the cooldown of Slow Time by {c_magic}[{VALUE1} * 100]%{/c_magic}.
318377	itempassive_unique_ring_515_x1		Equip on Follower: Gain access to all skills.
318378	itempassive_unique_ring_516_x1		When receiving fatal damage, you are instead restored to 100% of maximum Life and resources. This item is destroyed in the process.
318379	itempassive_unique_ring_517_x1		Elemental Arrow now generates {c_magic}{VALUE1}{/c_magic} Hatred.
318380	itempassive_unique_ring_518_x1		Vault now costs 8 Hatred instead of Discipline.
318381	itempassive_unique_ring_519_x1		Prevent all Arcane damage taken and heal yourself for {c_magic}[{VALUE1}*100]%{/c_magic} of the amount prevented.
318382	itempassive_unique_ring_520_x1		Chance on hit to summon a herd of murderous cows.
318383	itempassive_unique_ring_521_x1		Shrine effects last for 10 minutes.
318384	itempassive_unique_ring_522_x1		Chance on attack to shoot out a spectral creature dealing damage and knockback. <NYI>
318385	itempassive_unique_ring_523_x1		Summon a Fetish Army after you kill 2 Elites.
318386	itempassive_unique_ring_524_x1		When receiving fatal damage, you instead automatically cast Smoke Screen and are healed to 25% Life. This effect may occur once every {VALUE1} seconds.
318410	itempassive_unique_ring_525_x1		Enemies you kill have a {c_magic}[{VALUE1}*100]%{/c_magic} additional chance to drop a health globe.
318411	itempassive_unique_ring_526_x1		Pets deal {c_magic}[{VALUE}*100]%{/c_magic} more damage.
318412	itempassive_unique_ring_527_x1	Stalgard's Decimator	Your melee attacks throw a piercing axe at a nearby enemy, dealing {c_magic}[{VALUE1}*100]%{/c_magic} weapon damage as Physical.
318417	itempassive_unique_ring_528_x1		Reduces the Fury cost of Seismic Slam by {c_magic}[{VALUE1}*100]%{/c_magic}.
318418	itempassive_unique_ring_529_x1		Cause an Earthquake when you land after using Leap.
318419	itempassive_unique_ring_530_x1		Increases the duration of Ignore Pain by {c_magic}{VALUE1}{/c_magic} seconds.
318420	itempassive_unique_ring_531_x1		When receiving fatal damage, you instead automatically cast Smoke Screen and are healed to 25% Life. This effect may occur once every {VALUE1} seconds.
318421	itempassive_unique_ring_532_x1		Automatically drop Caltrops when you are hit. This effect may only occur once every 6 seconds.
318423	itempassive_unique_ring_533_x1		Strafe gains the effect of the Drifting Shadow rune.
318426	itempassive_unique_ring_534_x1	Gyana Na Kashu	Lashing Tail Kick releases a piercing fireball that deals {c_magic}[{VALUE1}*100]%{/c} weapon damage as Fire to enemies within 10 yards on impact.
318427	itempassive_unique_ring_535_x1		Double the range of Deadly Reach.
318428	itempassive_unique_ring_536_x1		Using Blinding Flash restores {c_magic}{VALUE1}{/c_magic} Spirit.
318430	itempassive_unique_ring_537_x1		Tempest Rush gains the effect of the Tailwind rune.
318431	itempassive_unique_ring_538_x1		Reduce the cooldown of Breath of Heaven by {c_magic}[{VALUE1}*100]%{/c_magic}.
318432	itempassive_unique_ring_539_x1		When Dashing Strike hits an enemy more than {c_magic}{VALUE1}{/c_magic} yards away, its Charge cost is refunded.
318433	itempassive_unique_ring_540_x1		Exploding Palm's on-death explosion damage is increased by {c_magic}[{VALUE1}*100]%{/c_magic}.
318434	itempassive_unique_ring_541_x1		Your Spirit Generators generate {c_magic}[{VALUE1}*100]%{/c_magic} more Spirit.
318435	itempassive_unique_ring_542_x1	Mantra of Retribution	Gain the base effect of all four Mantras at all times.
318436	itempassive_unique_ring_543_x1		Mystic Ally mirrors your attacks. <NYI>
318715	itempassive_unique_ring_544_x1		Prevent all Cold damage taken and heal yourself for {c_magic}[{VALUE1}*100]%{/c_magic} of the amount prevented.
318716	itempassive_unique_ring_545_x1		Prevent all Fire damage taken and heal yourself for {c_magic}[{VALUE1}*100]%{/c_magic} of the amount prevented.
318717	itempassive_unique_ring_546_x1		Prevent all Holy damage taken and heal yourself for {c_magic}[{VALUE1}*100]%{/c_magic} of the amount prevented.
318718	itempassive_unique_ring_547_x1		Prevent all Lightning damage taken and heal yourself for {c_magic}[{VALUE1}*100]%{/c_magic} of the amount prevented.
318719	itempassive_unique_ring_548_x1		Prevent all Poison damage taken and heal yourself for {c_magic}[{VALUE1}*100]%{/c_magic} of the amount prevented.
318720	itempassive_unique_ring_549_x1		Zombie Dogs stuns enemies around them for 1.5 seconds when summoned.
318721	itempassive_unique_ring_550_x1		{c_magic}[{VALUE1}*100]%{/c_magic} of the damage you take is redirected to your Zombie Dogs.
318722	itempassive_unique_ring_551_x1		Spirit Walk lasts until you attack or until an enemy is within 30 yards of you.
318724	itempassive_unique_ring_552_x1		Reduce the cooldown of Fetish Army and Big Bad Voodoo by 1 second each time your fetishes deal damage.
318730	itempassive_unique_ring_553_x1		X% chance for health globes to also grant a powerup. <NYI>
318731	itempassive_unique_ring_554_x1		Increase attack speed of your pets by {c_magic}[{VALUE1}*100]%{/c_magic}.
318732	itempassive_unique_ring_555_x1		Corpse Spiders releases a web on impact that Slows enemies by {c_magic}[{VALUE1}*100]%{/c_magic}.
318733	itempassive_unique_ring_556_x1		Teleport gains the effect of the Wormhole rune.
318734	itempassive_unique_ring_557_x1		Magic Missile fires {c_magic}{VALUE1}{/c_magic} extra |4missile:missiles;.
318740	itempassive_unique_ring_558_x1		Double the number of enemies your Electrocute jumps to.
318741	itempassive_unique_ring_559_x1		Gain immunity to Freeze and Immobilize effects.
318742	itempassive_unique_ring_560_x1		Chance on hit to create a chaos field that Blinds and Slows enemies inside for {c_magic}{VALUE1}{/c_magic} seconds.
318743	itempassive_unique_ring_561_x1	Lightning Nova	While your Arcane Power is below 30%, you emit a Lightning Nova that deals {c_magic}[{VALUE1}*100]%{/c_magic} weapon damage as Lightning every second.
318744	itempassive_unique_ring_562_x1		Stun enemies for 2 seconds the first time you hit them.
318745	itempassive_unique_ring_563_x1		Gain increased damage after stunning an enemy.
318746	itempassive_unique_ring_564_x1		Gain 15% increased damage for 3 seconds after blocking an attack.
318747	itempassive_unique_ring_565_x1		You take {c_magic}[{VALUE1}*100]%{/c_magic} less damage from blocked attacks.
318748	itempassive_unique_ring_566_x1		Chance on Critical Hit to increase attack speed and movement speed.
318749	itempassive_unique_ring_567_x1		Chance on you or your pets being hit to Confuse the enemy for {c_magic}{VALUE1}{/c_magic} seconds.
318750	itempassive_unique_ring_568_x1		Enemy missiles sometimes pass through you harmlessly.
318751	itempassive_unique_ring_569_x1	Kekegi's Unbreakable Spirit	Damaging enemies has a chance to grant you an effect that removes the Spirit cost of your abilities for {c_magic}{VALUE1}{/c_magic} seconds.
318752	itempassive_unique_ring_570_x1		Damage increased by 15% to targets that are Slowed or Stunned.
318753	itempassive_unique_ring_571_x1		Increases damage against elites by {c_magic}[{VALUE1}*100]%{/c_magic}.
318754	itempassive_unique_ring_572_x1		Chance on kill to increase damage dealt by 4% for 5 sec., stacking up to 5 times.
318755	itempassive_unique_ring_573_x1		Reduce duration of control impairing effects by 75%.
318756	itempassive_unique_ring_574_x1		When you block an attack, gain 100% chance to also block the next 2 attacks.
318757	itempassive_unique_ring_575_x1		Heal for {c_magic}[{VALUE1}*100]%{/c_magic} of your missing Life when you kill an Undead enemy.
318758	itempassive_unique_ring_576_x1		Your Fetishes shoot a Poison Dart every time you do.
318759	itempassive_unique_ring_577_x1		Chance on hit to pull in enemies toward your target and Slow them by {c_magic}[{VALUE1}*100]%{/c_magic}.
318760	itempassive_unique_ring_578_x1		Call of the Ancients last until they die.
318761	itempassive_unique_ring_579_x1		You may move unhindered through enemies.
318762	itempassive_unique_ring_580_x1		Reduce the cooldown of Earthquake by {VALUE1} seconds every time it kills an enemy.
318763	itempassive_unique_ring_581_x1	Thunderfury, Blessed Blade of the Windseeker	Chance on hit to blast your enemy with Lightning, dealing {c_magic}[{VALUE1}*100]%{/c_magic} weapon damage as Lightning and then jumping to additional nearby enemies. Each enemy hit has their attack speed and movement speed reduced by 30% for 3 seconds. Jumps up to 5 targets.
318764	itempassive_unique_ring_582_x1		Double the number of enemies that Lightning elemental effects jump to.
318765	itempassive_unique_ring_583_x1		Double the damage of Poison elemental effects.
318766	itempassive_unique_ring_584_x1		Double the chance for Arcane elemental effects to charm the enemy.
318767	itempassive_unique_ring_585_x1		Double the healing amount of Holy elemental effects.
318768	itempassive_unique_ring_586_x1		Wall of Zombies spews acid, dealing [{VALUE1}*100]% weapon damage every second for its entire duration.
318769	itempassive_unique_ring_587_x1	Unity	All damage taken is split between wearers of this item.
318770	itempassive_unique_ring_588_x1		Each stunned enemy within 25 yards reduces your damage taken by {c_magic}[{VALUE1}*100]%{/c_magic}.
318771	itempassive_unique_ring_589_x1		Every time you destroy a wreckable object, you gain a short burst of speed.
318772	itempassive_unique_ring_590_x1		Enemies hit by knockbacks suffer {c_magic}[{VALUE1}*100]%{/c_magic} more damage for 5 seconds when they land.
318773	itempassive_unique_ring_591_x1		Threatening Shout has a chance to Charm enemies and cause them to join your side.
318774	itempassive_unique_ring_592_x1		Horrify causes you to Fear and Root enemies around you for {c_magic}{VALUE1}{/c_magic} seconds.
318775	itempassive_unique_ring_593_x1		Electrocute can chain to enemies that have already been hit.
318776	itempassive_unique_ring_594_x1		Reduces the Spirit cost of Wave of Light by {c_magic}[{VALUE1} * 100]%{c_magic}.
318777	itempassive_unique_ring_595_x1		Your Mirror Images have a chance to multiply when killed by enemies.
318778	itempassive_unique_ring_596_x1		Your Fetish Army lasts until they die.
318779	itempassive_unique_ring_597_x1		While below {c_magic}[{VALUE1}*100]%{/c_magic} Life, all attacks are guaranteed Critical Hits.
318780	itempassive_unique_ring_598_x1		Your Thorns damage now hits all enemies in a 15 yard radius.
318781	itempassive_unique_ring_599_x1		NYI
318782	itempassive_unique_ring_600_x1		Summons shadow clones to your aid when you Stun an enemy. This effect may occur once every {VALUE1} seconds.
318783	itempassive_unique_ring_601_x1		NYI
318784	itempassive_unique_ring_602_x1		Your Spike Traps lure enemies to them. Enemies may be taunted once every {c_magic}{VALUE1}{/c_magic} seconds.
318785	itempassive_unique_ring_603_x1		NYI
318786	itempassive_unique_ring_604_x1		Frost Hydra now periodically casts Frost Nova.
318787	itempassive_unique_ring_605_x1		Arcane Torrent instantly lays mines on the ground. <NYI>
318788	itempassive_unique_ring_606_x1		Automatically cast Diamond Skin when you fall below 35% Life. This effect may occur once every {c_magic}{VALUE1}{/c_magic} seconds.
318789	itempassive_unique_ring_607_x1		3 additional Explosive Blasts are triggered after casting Explosive Blast.
318790	itempassive_unique_ring_608_x1		Reduces the resource cost of Fire skills by {c_magic}[{VALUE1}*100]%{/c_magic}.
318791	itempassive_unique_ring_609_x1		Lesser enemies are now lured to your Meteor impact areas.
318792	itempassive_unique_ring_610_x1		Energy Twister now travels in a straight path.
318793	itempassive_unique_ring_611_x1	Frost Nova	Enemies killed by Cold damage have a {c_magic}[{VALUE1}*100]%{/c_magic} chance to release a Frost Nova.
318794	itempassive_unique_ring_612_x1	Fulminator	Lightning damage has a chance to turn enemies into lightning rods, causing them to pulse {c_magic}[{VALUE1}*100]%{/c_magic} weapon damage as Lightning every second to nearby enemies for 6 seconds.
318795	itempassive_unique_ring_613_x1		Enemies damaged by Black Hole are also slowed by {c_magic}[{VALUE1}*100]%{/c_magic} for 3 seconds.
318796	itempassive_unique_ring_614_x1		Locust Swarm and Haunt now deal their damage in half of the normal duration.
318797	itempassive_unique_ring_615_x1		Healing wells replenish all resources and reduce all cooldowns by {c_magic}{VALUE1}{/c_magic} seconds.
318798	itempassive_unique_ring_616_x1		After earning a survival bonus, quickly heal to full Life.
318799	itempassive_unique_ring_617_x1		After earning a massacre bonus, gold rains from sky.
