//sno	rune index	damage_type	weapdmg%	dotseconds	resourcecost	cooldown	power	rune
130830	2	-1	-1	-1	-14	-1	DemonHunter_ShadowPower	Shadow Glide
130830	3	-1	-1	-1	-14	-1	DemonHunter_ShadowPower	Gloom
130830	4	-1	-1	-1	-1	-1	DemonHunter_ShadowPower	Well of Darkness
130830	5	-1	-1	-1	-14	-1	DemonHunter_ShadowPower	Blood Moon
130695	0	-1	-1	-1	-14	1	DemonHunter_SmokeScreen	No Rune
130695	1	4	700	-1	-1	1	DemonHunter_SmokeScreen	Vanishing Powder
130695	2	-1	-1	-1	-14	1	DemonHunter_SmokeScreen	Lingering Fog
130695	3	-1	-1	-1	-14	1	DemonHunter_SmokeScreen	Healing Vapors
130695	4	-1	-1	-1	-1	1	DemonHunter_SmokeScreen	Special Recipe
130695	5	-1	-1	-1	-14	1	DemonHunter_SmokeScreen	Displacement
75301	0	1	340	-1	30	-1	DemonHunter_SpikeTrap	No Rune
75301	1	1	930	-1	30	-1	DemonHunter_SpikeTrap	Long Fuse
75301	2	3	575	-1	30	-1	DemonHunter_SpikeTrap	Echoing Blast
75301	3	1	915	-1	30	-1	DemonHunter_SpikeTrap	Sticky Trap
75301	4	1	180	-1	30	-1	DemonHunter_SpikeTrap	Scatter
75301	5	2	500	-1	30	-1	DemonHunter_SpikeTrap	Lightning Rod
134030	0	0	675	-1	12	-1	DemonHunter_Strafe	No Rune
134030	1	1	460	-1	12	-1	DemonHunter_Strafe	Demolition
134030	2	3	675	-1	12	-1	DemonHunter_Strafe	Icy Trail
134030	3	1	675	-1	12	-1	DemonHunter_Strafe	Rocket Storm
134030	4	2	675	-1	12	-1	DemonHunter_Strafe	Drifting Shadow
134030	5	0	675	-1	12	-1	DemonHunter_Strafe	Stinging Steel
111215	0	-1	-1	-1	-8	-1	DemonHunter_Vault	No Rune
111215	1	1	300	3	-8	-1	DemonHunter_Vault	Trail of Cinders
111215	2	-1	-1	-1	-1	-1	DemonHunter_Vault	Acrobatics
111215	3	0	75	-1	-8	-1	DemonHunter_Vault	Action Shot
111215	4	-1	-1	-1	-8	-1	DemonHunter_Vault	Tumble
111215	5	-1	-1	-1	-8	-1	DemonHunter_Vault	Rattling Roll
365311	0	0	500	-1	-1	30	DemonHunter_Companion	No Rune
365311	1	0	100	-1	-1	30	DemonHunter_Companion	Spider Companion
365311	2	0	100	-1	-1	30	DemonHunter_Companion	Boar Companion
365311	3	0	100	-1	-1	30	DemonHunter_Companion	Wolf Companion
365311	4	0	100	-1	-1	30	DemonHunter_Companion	Bat Companion
365311	5	0	100	-1	-1	30	DemonHunter_Companion	Ferret Companion
361936	0	0	200	-1	-1	-1	DemonHunter_EntanglingShot	No Rune
361936	1	3	200	-1	-1	-1	DemonHunter_EntanglingShot	Heavy Burden
361936	2	0	200	-1	-1	-1	DemonHunter_EntanglingShot	Chain Gang
361936	3	2	200	-1	-1	-1	DemonHunter_EntanglingShot	Shock Collar
361936	4	1	200	-1	-1	-1	DemonHunter_EntanglingShot	Justice is Served
361936	5	0	200	-1	-1	-1	DemonHunter_EntanglingShot	Bounty Hunter
377450	0	0	200	-1	-1	-1	DemonHunter_EvasiveFire	No Rune
377450	1	0	200	-1	-1	-1	DemonHunter_EvasiveFire	Hardened
377450	2	1	200	-1	-1	-1	DemonHunter_EvasiveFire	Covering Fire
377450	3	0	200	-1	-1	-1	DemonHunter_EvasiveFire	Parting Gift
377450	4	2	200	-1	-1	-1	DemonHunter_EvasiveFire	Surge
377450	5	3	200	-1	-1	-1	DemonHunter_EvasiveFire	Focus
302846	0	0	60	-1	-1	90	DemonHunter_Vengeance	No Rune
302846	1	3	120	-1	-1	90	DemonHunter_Vengeance	From the Shadows
302846	2	2	325	-1	-1	90	DemonHunter_Vengeance	Dark Heart
302846	3	1	150	-1	-1	90	DemonHunter_Vengeance	Personal Mortar
302846	4	0	225	-1	-1	90	DemonHunter_Vengeance	Side Cannons
302846	5	0	60	-1	-1	90	DemonHunter_Vengeance	Seethe
136954	0	-1	-1	-1	-1	15	Monk_BlindingFlash	No Rune
136954	1	-1	-1	-1	-1	15	Monk_BlindingFlash	Faith in the Light
136954	2	-1	-1	-1	-1	15	Monk_BlindingFlash	Replenishing Light
136954	3	-1	-1	-1	-1	15	Monk_BlindingFlash	Mystifying Light
136954	4	-1	-1	-1	-1	15	Monk_BlindingFlash	Self Reflection
136954	5	-1	-1	-1	-1	15	Monk_BlindingFlash	Crippling Light
69130	0	-1	-1	-1	-1	15	Monk_BreathOfHeaven	No Rune
69130	1	6	505	-1	-1	15	Monk_BreathOfHeaven	Circle of Scorn
69130	2	-1	-1	-1	-1	15	Monk_BreathOfHeaven	Circle of Life
69130	3	-1	-1	-1	-1	15	Monk_BreathOfHeaven	Blazing Wrath
69130	4	-1	-1	-1	-1	15	Monk_BreathOfHeaven	Infused with Light
69130	5	-1	-1	-1	-1	15	Monk_BreathOfHeaven	Zephyr
96311	0	0	155	-1	-1	-1	Monk_CripplingWave	No Rune
96311	1	1	255	-1	-1	-1	Monk_CripplingWave	Mangle
96311	2	3	155	-1	-1	-1	Monk_CripplingWave	Tsunami
96311	3	0	155	-1	-1	-1	Monk_CripplingWave	Concussion
96311	4	6	155	-1	-1	-1	Monk_CripplingWave	Rising Tide
96311	5	0	155	-1	-1	-1	Monk_CripplingWave	Breaking Wave
223473	0	6	261	-1	50	-1	Monk_CycloneStrike	No Rune
223473	1	1	454	-1	50	-1	Monk_CycloneStrike	Sunburst
223473	2	6	261	-1	50	-1	Monk_CycloneStrike	Implosion
223473	3	6	261	-1	50	-1	Monk_CycloneStrike	Soothing Breeze
223473	4	2	261	-1	26	-1	Monk_CycloneStrike	Eye of the Storm
223473	5	3	261	-1	50	-1	Monk_CycloneStrike	Wall of Wind
96019	0	0	150	-1	-1	-1	Monk_DeadlyReach	No Rune
96019	1	0	150	-1	-1	-1	Monk_DeadlyReach	Foresight
96019	2	0	150	-1	-1	-1	Monk_DeadlyReach	Piercing Trident
96019	3	2	150	-1	-1	-1	Monk_DeadlyReach	Scattered Blows
96019	4	3	150	-1	-1	-1	Monk_DeadlyReach	Strike from Beyond
96019	5	1	260	-1	-1	-1	Monk_DeadlyReach	Searing Grasp
97328	0	0	1200	9	40	-1	Monk_ExplodingPalm	No Rune
97328	1	2	2149	12	40	-1	Monk_ExplodingPalm	Shocking Grasp
97328	2	3	6305	0	40	-1	Monk_ExplodingPalm	Impending Doom
97328	3	0	1200	9	40	-1	Monk_ExplodingPalm	The Flesh is Weak
97328	4	6	1200	9	40	-1	Monk_ExplodingPalm	Strong Spirit
97328	5	1	1875	9	40	-1	Monk_ExplodingPalm	Essence Burn
95940	0	2	200	-1	-1	-1	Monk_FistsofThunder	No Rune
95940	1	2	200	-1	-1	-1	Monk_FistsofThunder	Thunderclap
95940	2	6	240	-1	-1	-1	Monk_FistsofThunder	Bounding Light
95940	3	2	200	-1	-1	-1	Monk_FistsofThunder	Static Charge
95940	4	0	200	-1	-1	-1	Monk_FistsofThunder	Quickening
95940	5	3	200	-1	-1	-1	Monk_FistsofThunder	Wind Blast
111676	0	0	755	-1	50	-1	Monk_LashingTailKick	No Rune
111676	1	1	755	-1	50	-1	Monk_LashingTailKick	Vulture Claw Kick
111676	2	1	755	-1	50	-1	Monk_LashingTailKick	Spinning Flame Kick
111676	3	3	755	-1	50	-1	Monk_LashingTailKick	Hand of Ytar
111676	4	0	825	-1	50	-1	Monk_LashingTailKick	Sweeping Armada
111676	5	2	755	-1	50	-1	Monk_LashingTailKick	Scorpion Sting
96215	0	-1	-1	-1	-1	16	Monk_Serenity	No Rune
96215	1	-1	-1	-1	-1	16	Monk_Serenity	Peaceful Repose
96215	2	-1	-1	-1	-1	16	Monk_Serenity	Instant Karma
96215	3	-1	-1	-1	-1	16	Monk_Serenity	Ascension
96215	4	-1	-1	-1	-1	16	Monk_Serenity	Tranquility
96215	5	0	438	-1	-1	16	Monk_Serenity	Unwelcome Disturbance
96694	0	0	5677	-1	50	30	Monk_SevenSidedStrike	No Rune
96694	1	2	6477	-1	50	30	Monk_SevenSidedStrike	Sudden Assault
96694	2	1	5677	-1	50	30	Monk_SevenSidedStrike	Incinerate
96694	3	3	5677	-1	50	30	Monk_SevenSidedStrike	Pandemonium
96694	4	0	5677	-1	50	30	Monk_SevenSidedStrike	Sustained Attack
96694	5	6	977	-1	50	30	Monk_SevenSidedStrike	Fulminating Onslaught
96090	0	0	105	-1	75	-1	Monk_SweepingWind	No Rune
96090	1	0	145	-1	75	-1	Monk_SweepingWind	Blade Storm
96090	2	1	105	-1	75	-1	Monk_SweepingWind	Fire Storm
96090	3	2	105	-1	75	-1	Monk_SweepingWind	Cyclone
96090	4	6	105	-1	75	-1	Monk_SweepingWind	Inner Storm
96090	5	3	30	-1	75	-1	Monk_SweepingWind	Master of Wind
121442	0	0	390	-1	30	-1	Monk_TempestRush	No Rune
121442	1	1	390	-1	30	-1	Monk_TempestRush	Bluster
121442	2	0	390	-1	30	-1	Monk_TempestRush	Tailwind
121442	3	2	390	-1	30	-1	Monk_TempestRush	Electric Field
121442	4	6	500	-1	25	-1	Monk_TempestRush	Northern Breeze
121442	5	3	390	-1	30	-1	Monk_TempestRush	Flurry
96033	0	6	835	-1	75	-1	Monk_WaveOfLight	No Rune
96033	1	0	870	-1	75	-1	Monk_WaveOfLight	Wall of Light
96033	2	1	830	-1	75	-1	Monk_WaveOfLight	Explosive Light
96033	3	2	498	-1	75	-1	Monk_WaveOfLight	Pillar of the Ancients
96033	4	6	1045	-1	40	-1	Monk_WaveOfLight	Empowered Wave
96033	5	3	820	-1	75	-1	Monk_WaveOfLight	Shattering Light
97110	0	0	190	-1	-1	-1	Monk_WayOfTheHundredFists	No Rune
97110	1	6	190	-1	-1	-1	Monk_WayOfTheHundredFists	Fists of Fury
97110	2	2	423	-1	-1	-1	Monk_WayOfTheHundredFists	Hands of Lightning
97110	3	1	190	-1	-1	-1	Monk_WayOfTheHundredFists	Blazing Fists
97110	4	0	190	-1	-1	-1	Monk_WayOfTheHundredFists	Assimilation
97110	5	3	500	-1	-1	-1	Monk_WayOfTheHundredFists	Windforce Flurry
312736	0	0	370	-1	-1	-1	Monk_DashingStrike	No Rune
312736	1	0	975	-1	-1	-1	Monk_DashingStrike	Barrage
312736	2	6	370	-1	-1	-1	Monk_DashingStrike	Way of the Falling Star
312736	3	3	370	-1	-1	-1	Monk_DashingStrike	Blinding Speed
312736	4	2	370	-1	-1	-1	Monk_DashingStrike	Quicksilver
312736	5	1	370	-1	-1	-1	Monk_DashingStrike	Radiance
312307	0	-1	-1	-1	-1	60	Monk_Epiphany	No Rune
312307	1	-1	-1	-1	-1	60	Monk_Epiphany	Desert Shroud
312307	2	-1	-1	-1	-1	60	Monk_Epiphany	Soothing Mist
312307	3	-1	-1	-1	-1	60	Monk_Epiphany	Insight
312307	4	1	353	-1	-1	60	Monk_Epiphany	Inner Fire
312307	5	-1	-1	-1	-1	60	Monk_Epiphany	Ascendance
317076	0	-1	-1	-1	-1	20	Monk_InnerSanctuary	No Rune
317076	1	-1	-1	-1	-1	20	Monk_InnerSanctuary	Intervene
317076	2	-1	-1	-1	-1	20	Monk_InnerSanctuary	Sanctified Ground
317076	3	-1	-1	-1	-1	20	Monk_InnerSanctuary	Temple of Protection
317076	4	-1	-1	-1	-1	20	Monk_InnerSanctuary	Safe Haven
317076	5	-1	-1	-1	-1	20	Monk_InnerSanctuary	Forbidden Palace
375088	0	0	-1	-1	50	-1	Monk_MantraOfConviction_v2	No Rune
375088	1	0	-1	-1	50	-1	Monk_MantraOfConviction_v2	Overawe
375088	2	6	38	-1	50	-1	Monk_MantraOfConviction_v2	Submission
375088	3	0	-1	-1	50	-1	Monk_MantraOfConviction_v2	Dishearten
375088	4	0	-1	-1	50	-1	Monk_MantraOfConviction_v2	Annihilation
375088	5	0	-1	-1	50	-1	Monk_MantraOfConviction_v2	Intimidation
375049	0	0	-1	-1	50	-1	Monk_MantraOfEvasion_v2	No Rune
375049	1	-1	35	-1	50	-1	Monk_MantraOfEvasion_v2	Agility
375049	2	0	-1	-1	50	-1	Monk_MantraOfEvasion_v2	Perseverance
375049	3	0	-1	-1	50	-1	Monk_MantraOfEvasion_v2	Hard Target
375049	4	0	-1	-1	50	-1	Monk_MantraOfEvasion_v2	Wind through the Reeds
375049	5	0	-1	-1	50	-1	Monk_MantraOfEvasion_v2	Divine Protection
373143	0	-1	-1	-1	50	-1	Monk_MantraOfHealing_v2	No Rune
373143	1	-1	-1	-1	50	-1	Monk_MantraOfHealing_v2	Sustenance
373143	2	-1	-1	-1	50	-1	Monk_MantraOfHealing_v2	Boon of Inspiration
373143	3	-1	-1	-1	50	-1	Monk_MantraOfHealing_v2	Heavenly Body
373143	4	-1	-1	-1	50	-1	Monk_MantraOfHealing_v2	Circular Breathing
373143	5	-1	-1	-1	50	-1	Monk_MantraOfHealing_v2	Time of Need
375082	0	6	202	-1	50	-1	Monk_MantraOfRetribution_v2	No Rune
375082	1	1	202	-1	50	-1	Monk_MantraOfRetribution_v2	Retaliation
375082	2	6	202	-1	50	-1	Monk_MantraOfRetribution_v2	Transgression
375082	3	6	202	-1	50	-1	Monk_MantraOfRetribution_v2	Indignation
375082	4	6	202	-1	50	-1	Monk_MantraOfRetribution_v2	Against All Odds
375082	5	6	202	-1	50	-1	Monk_MantraOfRetribution_v2	Collateral Damage
362102	0	0	130	-1	-1	30	Monk_MysticAlly_v2	No Rune
362102	1	1	290	-1	-1	30	Monk_MysticAlly_v2	Fire Ally
362102	2	3	625	-1	-1	30	Monk_MysticAlly_v2	Water Ally
362102	3	0	380	-1	-1	30	Monk_MysticAlly_v2	Earth Ally
362102	4	0	130	-1	-1	30	Monk_MysticAlly_v2	Air Ally
362102	5	0	130	-1	-1	30	Monk_MysticAlly_v2	Enduring Ally
70455	0	4	300	-1	175	-1	Witchdoctor_AcidCloud	No Rune
70455	1	1	700	-1	175	-1	Witchdoctor_AcidCloud	Corpse Bomb
70455	2	4	300	-1	175	-1	Witchdoctor_AcidCloud	Acid Rain
70455	3	4	600	-1	175	-1	Witchdoctor_AcidCloud	Lob Blob Bomb
70455	4	3	720	-1	175	-1	Witchdoctor_AcidCloud	Slow Burn
70455	5	4	330	-1	175	-1	Witchdoctor_AcidCloud	Kiss of Death
117402	0	-1	-1	-1	-1	120	Witchdoctor_BigBadVoodoo	No Rune
117402	1	-1	-1	-1	-1	120	Witchdoctor_BigBadVoodoo	Slam Dance
117402	2	-1	-1	-1	-1	120	Witchdoctor_BigBadVoodoo	Jungle Drums
117402	3	-1	-1	-1	-1	120	Witchdoctor_BigBadVoodoo	Ghost Trance
117402	4	-1	-1	-1	-1	120	Witchdoctor_BigBadVoodoo	Rain Dance
117402	5	-1	-1	-1	-1	120	Witchdoctor_BigBadVoodoo	Boogie Man
69866	0	0	576	-1	-1	-1	Witchdoctor_CorpseSpider	No Rune
69866	1	1	700	-1	-1	-1	Witchdoctor_CorpseSpider	Blazing Spiders
69866	2	4	2625	-1	-1	-1	Witchdoctor_CorpseSpider	Spider Queen
69866	3	4	646	-1	-1	-1	Witchdoctor_CorpseSpider	Leaping Spiders
69866	4	0	700	-1	-1	-1	Witchdoctor_CorpseSpider	Widowmakers
69866	5	3	576	-1	-1	-1	Witchdoctor_CorpseSpider	Medusa Spiders
72785	0	0	180	-1	-1	120	Witchdoctor_FetishArmy	No Rune
72785	1	3	680	-1	-1	120	Witchdoctor_FetishArmy	Fetish Ambush
72785	2	0	180	-1	-1	120	Witchdoctor_FetishArmy	Legion of Daggers
72785	3	1	180	-1	-1	120	Witchdoctor_FetishArmy	Tiki Torchers
72785	4	0	180	-1	-1	120	Witchdoctor_FetishArmy	Devoted Following
72785	5	4	180	-1	-1	120	Witchdoctor_FetishArmy	Head Hunters
105963	0	1	475	-1	75	-1	Witchdoctor_Firebats	No Rune
105963	1	1	495	-1	75	-1	Witchdoctor_Firebats	Dire Bats
105963	2	1	750	-1	75	-1	Witchdoctor_Firebats	Hungry Bats
105963	3	4	720	-1	75	-1	Witchdoctor_Firebats	Plague Bats
105963	4	0	475	-1	-1	-1	Witchdoctor_Firebats	Vampire Bats
105963	5	1	475	-1	75	-1	Witchdoctor_Firebats	Cloud of Bats
67567	0	1	155	-1	-1	-1	Witchdoctor_Firebomb	No Rune
67567	1	3	155	-1	-1	-1	Witchdoctor_Firebomb	Ghost Bomb
67567	2	1	155	-1	-1	-1	Witchdoctor_Firebomb	Roll the Bones
67567	3	1	155	-1	-1	-1	Witchdoctor_Firebomb	Fire Pit
67567	4	1	880	-1	-1	-1	Witchdoctor_Firebomb	Pyrogeist
67567	5	1	155	-1	-1	-1	Witchdoctor_Firebomb	Flash Fire
30624	0	0	100	-1	-1	60	Witchdoctor_Gargantuan	No Rune
30624	1	0	200	-1	-1	60	Witchdoctor_Gargantuan	Restless Giant
30624	2	3	130	-1	-1	60	Witchdoctor_Gargantuan	Humongoid
30624	3	4	100	-1	-1	60	Witchdoctor_Gargantuan	Big Stinker
30624	4	1	575	-1	-1	60	Witchdoctor_Gargantuan	Wrathful Protector
30624	5	1	200	-1	-1	60	Witchdoctor_Gargantuan	Bruiser
69182	0	0	760	8	150	8	Witchdoctor_GraspOfTheDead	No Rune
69182	1	0	1360	8	150	8	Witchdoctor_GraspOfTheDead	Groping Eels
69182	2	0	420	8	150	8	Witchdoctor_GraspOfTheDead	Rain of Corpses
69182	3	4	760	8	-1	8	Witchdoctor_GraspOfTheDead	Unbreakable Grasp
69182	4	4	760	8	150	8	Witchdoctor_GraspOfTheDead	Desperate Grasp
69182	5	4	760	8	150	8	Witchdoctor_GraspOfTheDead	Death Is Life
83602	0	3	4000	12	50	-1	Witchdoctor_Haunt	No Rune
83602	1	1	4000	12	50	-1	Witchdoctor_Haunt	Consuming Spirit
83602	2	3	4000	12	50	-1	Witchdoctor_Haunt	Lingering Spirit
83602	3	4	4000	12	50	-1	Witchdoctor_Haunt	Poisoned Spirit
83602	4	3	4000	12	50	-1	Witchdoctor_Haunt	Draining Spirit
83602	5	3	4000	12	50	-1	Witchdoctor_Haunt	Resentful Spirits
30631	0	-1	-1	-1	-1	15	Witchdoctor_Hex	No Rune
30631	1	0	580	-1	-1	15	Witchdoctor_Hex	Toad of Hugeness
30631	2	4	1350	-1	-1	15	Witchdoctor_Hex	Angry Chicken
30631	3	4	500	-1	-1	15	Witchdoctor_Hex	Unstable Form
30631	4	3	-1	-1	-1	15	Witchdoctor_Hex	Hedge Magic
30631	5	4	-1	-1	-1	15	Witchdoctor_Hex	Jinx
188442	0	0	-1	-1	-1	-1	Witchdoctor_Hex_Explode	No Rune
196974	0	0	-1	-1	-1	-1	Witchdoctor_Hex_ChickenWalk	No Rune
67668	0	-1	-1	-1	-1	12	Witchdoctor_Horrify	No Rune
67668	1	-1	-1	-1	-1	12	Witchdoctor_Horrify	Frightening Aspect
67668	2	-1	-1	-1	-1	12	Witchdoctor_Horrify	Face of Death
67668	3	-1	-1	-1	-1	12	Witchdoctor_Horrify	Phobia
67668	4	-1	-1	-1	-1	12	Witchdoctor_Horrify	Ruthless Terror
67668	5	-1	-1	-1	-1	12	Witchdoctor_Horrify	Stalker
69867	0	4	1040	8	300	-1	Witchdoctor_Locust_Swarm	No Rune
69867	1	1	1480	8	300	-1	Witchdoctor_Locust_Swarm	Searing Locusts
69867	2	4	1040	8	300	-1	Witchdoctor_Locust_Swarm	Pestilence
69867	3	0	2080	16	300	-1	Witchdoctor_Locust_Swarm	Cloud of Insects
69867	4	3	1040	8	300	-1	Witchdoctor_Locust_Swarm	Devouring Swarm
69867	5	4	1040	8	300	-1	Witchdoctor_Locust_Swarm	Diseased Swarm
67600	0	-1	-1	-1	-1	60	Witchdoctor_MassConfusion	No Rune
67600	1	-1	-1	-1	-1	60	Witchdoctor_MassConfusion	Paranoia
67600	2	-1	-1	-1	-1	60	Witchdoctor_MassConfusion	Mass Hysteria
67600	3	0	400	-1	-1	60	Witchdoctor_MassConfusion	Mass Hallucination
67600	4	-1	-1	-1	-1	60	Witchdoctor_MassConfusion	Unstable Realm
67600	5	-1	-1	-1	-1	60	Witchdoctor_MassConfusion	Devolution
347265	0	4	400	8	250	8	Witchdoctor_Piranhas	No Rune
347265	1	0	1100	8	250	8	Witchdoctor_Piranhas	Bogadile
347265	2	4	400	8	250	8	Witchdoctor_Piranhas	Zombie Piranhas
347265	3	4	400	8	250	8	Witchdoctor_Piranhas	Piranhado
347265	4	4	475	-1	250	8	Witchdoctor_Piranhas	Wave of Mutilation
347265	5	3	400	8	250	8	Witchdoctor_Piranhas	Frozen Piranhas
106465	0	4	190	-1	-1	-1	Witchdoctor_PlagueOfToads	No Rune
106465	1	1	245	-1	-1	-1	Witchdoctor_PlagueOfToads	Explosive Toads
106465	2	4	182	-1	-1	-1	Witchdoctor_PlagueOfToads	Rain of Toads
106465	3	0	130	-1	-1	-1	Witchdoctor_PlagueOfToads	Piercing Toads
106465	4	3	190	-1	-1	-1	Witchdoctor_PlagueOfToads	Toad Affinity
106465	5	4	190	-1	-1	-1	Witchdoctor_PlagueOfToads	Addling Toads
103181	0	4	185	-1	-1	-1	Witchdoctor_PoisonDart	No Rune
103181	1	1	565	4	-1	-1	Witchdoctor_PoisonDart	Flaming Dart
103181	2	4	330	-1	-1	-1	Witchdoctor_PoisonDart	Splinters
103181	3	3	155	-1	-1	-1	Witchdoctor_PoisonDart	Numbing Dart
103181	4	0	155	-1	-1	-1	Witchdoctor_PoisonDart	Spined Dart
103181	5	4	155	-1	-1	-1	Witchdoctor_PoisonDart	Snake to the Face
102572	0	0	1090	-1	-1	-1	Witchdoctor_Sacrifice	No Rune
102572	1	0	1090	-1	-1	-1	Witchdoctor_Sacrifice	Provoke the Pack
102572	2	0	1300	-1	-1	-1	Witchdoctor_Sacrifice	For the Master
102572	3	0	1090	-1	-1	-1	Witchdoctor_Sacrifice	Black Blood
102572	4	0	1090	-1	-1	-1	Witchdoctor_Sacrifice	Pride
102572	5	0	1090	-1	-1	-1	Witchdoctor_Sacrifice	Next of Kin
67616	0	-1	-1	-1	-1	15	Witchdoctor_SoulHarvest	No Rune
67616	1	-1	-1	-1	-1	15	Witchdoctor_SoulHarvest	Siphon
67616	2	-1	-1	-1	-1	15	Witchdoctor_SoulHarvest	Soul to Waste
67616	3	-1	-1	-1	-1	15	Witchdoctor_SoulHarvest	Languish
67616	4	-1	-1	-1	-1	15	Witchdoctor_SoulHarvest	Swallow Your Soul
67616	5	0	630	-1	-1	15	Witchdoctor_SoulHarvest	Vengeful Spirit
108506	0	3	425	-1	100	-1	Witchdoctor_SpiritBarrage	No Rune
108506	1	3	425	-1	100	-1	Witchdoctor_SpiritBarrage	Phlebotomize
108506	2	1	425	-1	100	-1	Witchdoctor_SpiritBarrage	Well of Souls
108506	3	3	675	-1	100	-1	Witchdoctor_SpiritBarrage	Phantasm
108506	4	3	425	-1	100	-1	Witchdoctor_SpiritBarrage	The Spirit Is Willing
108506	5	3	2900	12	100	-1	Witchdoctor_SpiritBarrage	Manitou
106237	0	-1	-1	-1	-1	12	Witchdoctor_SpiritWalk	No Rune
106237	1	0	225	2	-1	12	Witchdoctor_SpiritWalk	Severance
106237	2	-1	-1	-1	-1	12	Witchdoctor_SpiritWalk	Jaunt
106237	3	1	750	-1	-1	12	Witchdoctor_SpiritWalk	Umbral Shock
106237	4	-1	-1	-1	-1	12	Witchdoctor_SpiritWalk	Honored Guest
106237	5	-1	-1	-1	-1	12	Witchdoctor_SpiritWalk	Healing Journey
102573	0	0	30	-1	-1	45	Witchdoctor_SummonZombieDog	No Rune
102573	1	1	30	-1	-1	45	Witchdoctor_SummonZombieDog	Burning Dogs
102573	2	0	30	-1	-1	45	Witchdoctor_SummonZombieDog	Life Link
102573	3	4	30	-1	-1	45	Witchdoctor_SummonZombieDog	Rabid Dogs
102573	4	3	30	-1	-1	45	Witchdoctor_SummonZombieDog	Chilled to the Bone
102573	5	0	30	-1	-1	45	Witchdoctor_SummonZombieDog	Leeching Beasts
134837	0	0	1000	6	-1	8	Witchdoctor_WallOfZombies	No Rune
134837	1	0	1000	4	-1	8	Witchdoctor_WallOfZombies	Surrounded by Death
134837	2	4	1200	8	-1	8	Witchdoctor_WallOfZombies	Ring of Poison
134837	3	3	1200	6	-1	8	Witchdoctor_WallOfZombies	Communing with Spirits
134837	4	4	1000	6	-1	8	Witchdoctor_WallOfZombies	Wall of Zombies
134837	5	1	1100	4	-1	8	Witchdoctor_WallOfZombies	Fire Wall
74003	0	4	560	-1	150	-1	Witchdoctor_ZombieCharger	No Rune
74003	1	4	520	-1	150	-1	Witchdoctor_ZombieCharger	Zombie Bears
74003	2	3	280	-1	150	-1	Witchdoctor_ZombieCharger	Lumbering Cold
74003	3	0	880	-1	150	-1	Witchdoctor_ZombieCharger	Pile On
74003	4	4	480	-1	150	-1	Witchdoctor_ZombieCharger	Undeath
74003	5	1	680	-1	150	-1	Witchdoctor_ZombieCharger	Explosive Beast
30668	0	5	435	-1	30	-1	Wizard_ArcaneOrb	No Rune
30668	1	5	700	-1	30	-1	Wizard_ArcaneOrb	Obliteration
30668	2	2	349	-1	30	-1	Wizard_ArcaneOrb	Spark
30668	3	5	265	-1	30	-1	Wizard_ArcaneOrb	Arcane Orbit
30668	4	1	221	-1	30	-1	Wizard_ArcaneOrb	Scorch
30668	5	3	393	-1	30	-1	Wizard_ArcaneOrb	Frozen Orb
134456	0	5	400	-1	16	-1	Wizard_ArcaneTorrent	No Rune
134456	1	1	400	-1	16	-1	Wizard_ArcaneTorrent	Flame Ward
134456	2	5	400	-1	16	-1	Wizard_ArcaneTorrent	Cascade
134456	3	5	825	-1	16	-1	Wizard_ArcaneTorrent	Arcane Mines
134456	4	2	400	-1	16	-1	Wizard_ArcaneTorrent	Static Discharge
134456	5	5	1215	-1	16	-1	Wizard_ArcaneTorrent	Death Blossom
134872	0	5	779	-1	-1	120	Wizard_Archon	No Rune
134872	1	5	779	-1	-1	120	Wizard_Archon	Improved Archon
134872	2	3	779	-1	-1	120	Wizard_Archon	Slow Time
134872	3	5	779	-1	-1	120	Wizard_Archon	Teleport
134872	4	2	779	-1	-1	120	Wizard_Archon	Pure Power
134872	5	1	779	-1	-1	120	Wizard_Archon	Combustion
167355	0	0	0	-1	-1	-1	Wizard_Archon_ArcaneBlast	No Rune
135166	0	0	0	-1	-1	-1	Wizard_Archon_ArcaneStrike	No Rune
135238	0	0	0	-1	-1	-1	Wizard_Archon_DisintegrationWave	No Rune
135663	0	0	0	-1	-1	-1	Wizard_Archon_SlowTime	No Rune
167648	0	0	0	-1	-1	3	Wizard_Archon_Teleport	No Rune
30680	0	3	1075	6	40	-1	Wizard_Blizzard	No Rune
30680	1	3	1810	8	40	-1	Wizard_Blizzard	Unrelenting Storm
30680	2	1	1075	6	40	-1	Wizard_Blizzard	Apocalypse
30680	3	2	1075	6	40	-1	Wizard_Blizzard	Lightning Storm
30680	4	3	1075	6	10	-1	Wizard_Blizzard	Snowbound
30680	5	3	1075	6	40	-1	Wizard_Blizzard	Frozen Solid
75599	0	-1	-1	-1	-1	15	Wizard_DiamondSkin	No Rune
75599	1	-1	-1	-1	-1	15	Wizard_DiamondSkin	Sleek Shell
75599	2	-1	-1	-1	-1	15	Wizard_DiamondSkin	Enduring Skin
75599	3	-1	-1	-1	-1	15	Wizard_DiamondSkin	Crystal Shell
75599	4	-1	-1	-1	-1	15	Wizard_DiamondSkin	Prism
75599	5	5	863	-1	-1	15	Wizard_DiamondSkin	Diamond Shards
91549	0	5	390	-1	18	-1	Wizard_Disintegrate	No Rune
91549	1	5	390	-1	18	-1	Wizard_Disintegrate	Intensify
91549	2	1	390	-1	18	-1	Wizard_Disintegrate	Convergence
